Time,,Brake Pressure Rear
s,,kPa
,,
,,
43.75,,1578
43.76,,1604
43.77,,1515
43.78,,1515
43.79,,1540
43.8,,1540
43.81,,1540
43.82,,1566
43.83,,1503
43.84,,1515
43.85,,1452
43.86,,1402
43.87,,1439
43.88,,1364
43.89,,1300
43.9,,1263
43.91,,1124
43.92,,1136
43.93,,1061
43.94,,934
43.95,,1023
43.96,,947
43.97,,858
43.98,,846
43.99,,770
44,,732
44.01,,669
44.02,,555
44.03,,517
44.04,,479
44.05,,416
44.06,,353
44.07,,303
44.08,,252
44.09,,214
44.1,,176
44.11,,138
44.12,,151
44.13,,113
44.14,,88
44.15,,75
44.16,,88
44.17,,75
44.18,,63
44.19,,63
44.2,,63
44.21,,75
44.22,,63
44.23,,75
44.24,,75
44.25,,75
44.26,,75
44.27,,75
44.28,,75
44.29,,88
44.3,,75
44.31,,75
44.32,,88
44.33,,88
44.34,,75
44.35,,75
44.36,,75
44.37,,75
44.38,,88
44.39,,75
44.4,,88
44.41,,101
44.42,,113
44.43,,101
44.44,,101
44.45,,88
44.46,,113
44.47,,88
44.48,,101
44.49,,101
44.5,,113
44.51,,101
44.52,,101
44.53,,101
44.54,,113
44.55,,113
44.56,,101
44.57,,113
44.58,,113
44.59,,113
44.6,,113
44.61,,101
44.62,,101
44.63,,113
44.64,,101
44.65,,101
44.66,,113
44.67,,113
44.68,,101
44.69,,88
44.7,,75
44.71,,88
44.72,,75
44.73,,75
44.74,,88
44.75,,101
44.76,,88
44.77,,88
44.78,,75
44.79,,88
44.8,,101
44.81,,88
44.82,,101
44.83,,113
44.84,,126
44.85,,126
44.86,,113
44.87,,113
44.88,,138
44.89,,126
44.9,,138
44.91,,138
44.92,,151
44.93,,151
44.94,,151
44.95,,138
44.96,,126
44.97,,151
44.98,,126
44.99,,138
45,,126
45.01,,138
45.02,,138
45.03,,138
45.04,,126
45.05,,113
45.06,,138
45.07,,126
45.08,,126
45.09,,126
45.1,,138
45.11,,126
45.12,,126
45.13,,113
45.14,,101
45.15,,126
45.16,,101
45.17,,88
45.18,,88
45.19,,88
45.2,,88
45.21,,75
45.22,,63
45.23,,63
45.24,,88
45.25,,63
45.26,,75
45.27,,75
45.28,,75
45.29,,75
45.3,,75
45.31,,50
45.32,,63
45.33,,75
45.34,,50
45.35,,50
45.36,,63
45.37,,63
45.38,,63
45.39,,50
45.4,,37
45.41,,37
45.42,,63
45.43,,37
45.44,,37
45.45,,50
45.46,,50
45.47,,50
45.48,,37
45.49,,25
45.5,,25
45.51,,37
45.52,,25
45.53,,12
45.54,,12
45.55,,12
45.56,,12
45.57,,12
45.58,,0
45.59,,0
45.6,,12
45.61,,12
45.62,,0
45.63,,12
45.64,,12
45.65,,12
45.66,,12
45.67,,12
45.68,,12
45.69,,12
45.7,,12
45.71,,12
45.72,,25
45.73,,25
45.74,,25
45.75,,12
45.76,,12
45.77,,25
45.78,,25
45.79,,12
45.8,,25
45.81,,37
45.82,,37
45.83,,37
45.84,,37
45.85,,37
45.86,,63
45.87,,63
45.88,,75
45.89,,101
45.9,,101
45.91,,88
45.92,,88
45.93,,75
45.94,,88
45.95,,88
45.96,,88
45.97,,88
45.98,,101
45.99,,101
46,,88
46.01,,88
46.02,,88
46.03,,101
46.04,,75
46.05,,88
46.06,,101
46.07,,88
46.08,,88
46.09,,88
46.1,,75
46.11,,101
46.12,,88
46.13,,88
46.14,,88
46.15,,88
46.16,,88
46.17,,88
46.18,,75
46.19,,88
46.2,,88
46.21,,75
46.22,,88
46.23,,88
46.24,,88
46.25,,88
46.26,,88
46.27,,88
46.28,,101
46.29,,88
46.3,,88
46.31,,88
46.32,,88
46.33,,75
46.34,,63
46.35,,63
46.36,,63
46.37,,50
46.38,,50
46.39,,50
46.4,,37
46.41,,25
46.42,,12
46.43,,0
46.44,,0
46.45,,0
46.46,,0
46.47,,0
46.48,,0
46.49,,0
46.5,,0
46.51,,0
46.52,,0
46.53,,0
46.54,,0
46.55,,0
46.56,,0
46.57,,0
46.58,,0
46.59,,0
46.6,,0
46.61,,0
46.62,,0
46.63,,0
46.64,,0
46.65,,0
46.66,,0
46.67,,0
46.68,,0
46.69,,0
46.7,,0
46.71,,0
46.72,,0
46.73,,0
46.74,,0
46.75,,0
46.76,,0
46.77,,0
46.78,,0
46.79,,0
46.8,,0
46.81,,0
46.82,,0
46.83,,0
46.84,,0
46.85,,0
46.86,,0
46.87,,0
46.88,,0
46.89,,0
46.9,,0
46.91,,0
46.92,,0
46.93,,0
46.94,,0
46.95,,0
46.96,,0
46.97,,0
46.98,,0
46.99,,12
47,,0
47.01,,0
47.02,,0
47.03,,12
47.04,,0
47.05,,0
47.06,,0
47.07,,12
47.08,,0
47.09,,0
47.1,,0
47.11,,0
47.12,,0
47.13,,0
47.14,,12
47.15,,0
47.16,,0
47.17,,0
47.18,,0
47.19,,0
47.2,,0
47.21,,0
47.22,,0
47.23,,0
47.24,,0
47.25,,0
47.26,,0
47.27,,0
47.28,,0
47.29,,12
47.3,,12
47.31,,0
47.32,,0
47.33,,12
47.34,,0
47.35,,0
47.36,,0
47.37,,0
47.38,,0
47.39,,0
47.4,,0
47.41,,0
47.42,,0
47.43,,0
47.44,,0
47.45,,0
47.46,,0
47.47,,0
47.48,,0
47.49,,0
47.5,,0
47.51,,0
47.52,,0
47.53,,0
47.54,,0
47.55,,0
47.56,,0
47.57,,0
47.58,,0
47.59,,0
47.6,,0
47.61,,0
47.62,,0
47.63,,0
47.64,,0
47.65,,0
47.66,,0
47.67,,0
47.68,,0
47.69,,0
47.7,,0
47.71,,0
47.72,,0
47.73,,0
47.74,,0
47.75,,0
47.76,,0
47.77,,0
47.78,,0
47.79,,0
47.8,,0
47.81,,0
47.82,,0
47.83,,0
47.84,,0
47.85,,0
47.86,,0
47.87,,0
47.88,,12
47.89,,0
47.9,,0
47.91,,0
47.92,,0
47.93,,0
47.94,,0
47.95,,0
47.96,,0
47.97,,0
47.98,,0
47.99,,0
48,,0
48.01,,12
48.02,,0
48.03,,0
48.04,,0
48.05,,0
48.06,,0
48.07,,0
48.08,,0
48.09,,0
48.1,,0
48.11,,0
48.12,,0
48.13,,0
48.14,,0
48.15,,0
48.16,,0
48.17,,0
48.18,,0
48.19,,0
48.2,,0
48.21,,0
48.22,,12
48.23,,0
48.24,,0
48.25,,12
48.26,,0
48.27,,0
48.28,,0
48.29,,0
48.3,,0
48.31,,0
48.32,,12
48.33,,0
48.34,,0
48.35,,0
48.36,,0
48.37,,0
48.38,,0
48.39,,0
48.4,,0
48.41,,0
48.42,,12
48.43,,0
48.44,,0
48.45,,0
48.46,,0
48.47,,0
48.48,,0
48.49,,0
48.5,,0
48.51,,0
48.52,,0
48.53,,0
48.54,,0
48.55,,0
48.56,,0
48.57,,0
48.58,,12
48.59,,25
48.6,,25
48.61,,50
48.62,,75
48.63,,75
48.64,,101
48.65,,88
48.66,,88
48.67,,88
48.68,,113
48.69,,88
48.7,,113
48.71,,126
48.72,,151
48.73,,214
48.74,,290
48.75,,416
48.76,,581
48.77,,896
48.78,,1300
48.79,,1389
48.8,,1528
48.81,,1591
48.82,,1831
48.83,,1983
48.84,,2197
48.85,,2324
48.86,,2614
48.87,,2614
48.88,,2778
48.89,,2867
48.9,,3006
48.91,,2993
48.92,,3208
48.93,,3220
48.94,,3233
48.95,,3309
48.96,,3321
48.97,,3397
48.98,,3385
48.99,,3524
49,,3511
49.01,,3574
49.02,,3561
49.03,,3574
49.04,,3561
49.05,,3587
49.06,,3637
49.07,,3599
49.08,,3574
49.09,,3486
49.1,,3448
49.11,,3271
49.12,,3258
49.13,,3132
49.14,,2968
49.15,,2892
49.16,,2740
49.17,,2627
49.18,,2500
49.19,,2412
49.2,,2286
49.21,,2033
49.22,,1919
49.23,,1755
49.24,,1616
49.25,,1553
49.26,,1452
49.27,,1515
49.28,,1389
49.29,,1389
49.3,,1364
49.31,,1263
49.32,,1250
49.33,,1124
49.34,,1225
49.35,,1187
49.36,,1212
49.37,,1275
49.38,,1263
49.39,,1326
49.4,,1263
49.41,,1389
49.42,,1490
49.43,,1503
49.44,,1591
49.45,,1591
49.46,,1730
49.47,,1818
49.48,,1818
49.49,,2096
49.5,,2134
49.51,,2096
49.52,,2172
49.53,,2172
49.54,,2273
49.55,,2298
49.56,,2260
49.57,,2425
49.58,,2450
49.59,,2412
49.6,,2412
49.61,,2349
49.62,,2298
49.63,,2298
49.64,,2172
49.65,,2286
49.66,,2248
49.67,,2197
49.68,,2197
49.69,,2096
49.7,,1983
49.71,,1983
49.72,,1793
49.73,,1856
49.74,,1780
49.75,,1642
49.76,,1642
49.77,,1667
49.78,,1616
49.79,,1679
49.8,,1591
49.81,,1465
49.82,,1566
49.83,,1402
49.84,,1263
49.85,,1124
49.86,,997
49.87,,896
49.88,,795
49.89,,732
49.9,,719
49.91,,770
49.92,,694
49.93,,618
49.94,,694
49.95,,707
49.96,,719
49.97,,770
49.98,,745
49.99,,757
50,,858
50.01,,795
50.02,,795
50.03,,821
50.04,,808
50.05,,821
50.06,,846
50.07,,833
50.08,,821
50.09,,972
50.1,,985
50.11,,985
50.12,,1048
50.13,,1061
50.14,,1061
50.15,,1086
50.16,,1086
50.17,,997
50.18,,1086
50.19,,1124
50.2,,1124
50.21,,1149
50.22,,1212
50.23,,1162
50.24,,1149
50.25,,1149
50.26,,1098
50.27,,1086
50.28,,1187
50.29,,1199
50.3,,1174
50.31,,1187
50.32,,1237
50.33,,1174
50.34,,1162
50.35,,1174
50.36,,1086
50.37,,1048
50.38,,1086
50.39,,1035
50.4,,972
50.41,,934
50.42,,858
50.43,,745
50.44,,682
50.45,,568
50.46,,467
50.47,,404
50.48,,454
50.49,,429
50.5,,404
50.51,,391
50.52,,416
50.53,,429
50.54,,416
50.55,,416
50.56,,416
50.57,,391
50.58,,416
50.59,,442
50.6,,454
50.61,,492
50.62,,555
50.63,,568
50.64,,555
50.65,,581
50.66,,593
50.67,,543
50.68,,555
50.69,,606
50.7,,581
50.71,,543
50.72,,543
50.73,,505
50.74,,429
50.75,,391
50.76,,341
50.77,,265
50.78,,202
50.79,,189
50.8,,164
50.81,,138
50.82,,101
50.83,,88
50.84,,63
50.85,,50
50.86,,37
50.87,,25
50.88,,12
50.89,,12
50.9,,12
50.91,,12
50.92,,0
50.93,,0
50.94,,0
50.95,,0
50.96,,0
50.97,,12
50.98,,0
50.99,,12
51,,50
51.01,,75
51.02,,88
51.03,,101
51.04,,113
51.05,,126
51.06,,113
51.07,,113
51.08,,101
51.09,,75
51.1,,101
51.11,,113
51.12,,101
51.13,,101
51.14,,88
51.15,,101
51.16,,113
51.17,,138
51.18,,164
51.19,,189
51.2,,214
51.21,,277
51.22,,328
51.23,,378
51.24,,442
51.25,,467
51.26,,492
51.27,,467
51.28,,467
51.29,,467
51.3,,442
51.31,,442
51.32,,467
51.33,,454
51.34,,454
51.35,,454
51.36,,442
51.37,,429
51.38,,391
51.39,,366
51.4,,328
51.41,,265
51.42,,227
51.43,,214
51.44,,189
51.45,,164
51.46,,151
51.47,,138
51.48,,138
51.49,,126
51.5,,113
51.51,,101
51.52,,75
51.53,,50
51.54,,63
51.55,,37
51.56,,25
51.57,,12
51.58,,12
51.59,,12
51.6,,12
51.61,,12
51.62,,0
51.63,,0
51.64,,12
51.65,,25
51.66,,12
51.67,,0
51.68,,0
51.69,,0
51.7,,0
51.71,,12
51.72,,12
51.73,,0
51.74,,12
51.75,,12
51.76,,12
51.77,,12
51.78,,12
51.79,,12
51.8,,12
51.81,,12
51.82,,12
51.83,,0
51.84,,0
51.85,,0
51.86,,12
51.87,,0
51.88,,0
51.89,,0
51.9,,0
51.91,,12
51.92,,25
51.93,,12
51.94,,0
51.95,,0
51.96,,25
51.97,,12
51.98,,0
51.99,,12
52,,12
52.01,,12
52.02,,12
52.03,,25
52.04,,12
52.05,,0
52.06,,12
52.07,,25
52.08,,12
52.09,,0
52.1,,0
52.11,,12
52.12,,12
52.13,,25
52.14,,12
52.15,,0
52.16,,0
52.17,,12
52.18,,25
52.19,,12
52.2,,0
52.21,,12
52.22,,12
52.23,,12
52.24,,12
52.25,,0
52.26,,0
52.27,,12
52.28,,25
52.29,,12
52.3,,0
52.31,,12
52.32,,12
52.33,,12
52.34,,12
52.35,,0
52.36,,0
52.37,,12
52.38,,25
52.39,,12
52.4,,0
52.41,,12
52.42,,12
52.43,,12
52.44,,12
52.45,,0
52.46,,0
52.47,,12
52.48,,25
52.49,,12
52.5,,12
52.51,,25
52.52,,37
52.53,,37
52.54,,50
52.55,,37
52.56,,37
52.57,,63
52.58,,50
52.59,,37
52.6,,37
52.61,,50
52.62,,63
52.63,,50
52.64,,63
52.65,,50
52.66,,37
52.67,,63
52.68,,75
52.69,,50
52.7,,50
52.71,,50
52.72,,63
52.73,,63
52.74,,63
52.75,,50
52.76,,50
52.77,,50
52.78,,63
52.79,,50
52.8,,50
52.81,,50
52.82,,50
52.83,,63
52.84,,63
52.85,,63
52.86,,50
52.87,,50
52.88,,63
52.89,,63
52.9,,50
52.91,,50
52.92,,50
52.93,,63
52.94,,50
52.95,,50
52.96,,37
52.97,,25
52.98,,37
52.99,,63
53,,37
53.01,,37
53.02,,37
53.03,,50
53.04,,50
53.05,,50
53.06,,37
53.07,,25
53.08,,37
53.09,,63
53.1,,37
53.11,,37
53.12,,50
53.13,,50
53.14,,50
53.15,,50
53.16,,50
53.17,,37
53.18,,37
53.19,,63
53.2,,37
53.21,,25
53.22,,37
53.23,,37
53.24,,37
53.25,,50
53.26,,25
53.27,,12
53.28,,25
53.29,,37
53.3,,37
53.31,,25
53.32,,37
53.33,,37
53.34,,37
53.35,,37
53.36,,37
53.37,,25
53.38,,25
53.39,,50
53.4,,50
53.41,,25
53.42,,37
53.43,,37
53.44,,50
53.45,,50
53.46,,37
53.47,,25
53.48,,25
53.49,,50
53.5,,50
53.51,,25
53.52,,25
53.53,,37
53.54,,37
53.55,,37
53.56,,50
53.57,,25
53.58,,12
53.59,,37
53.6,,50
53.61,,25
53.62,,25
53.63,,37
53.64,,50
53.65,,50
53.66,,50
53.67,,25
53.68,,25
53.69,,50
53.7,,50
53.71,,25
53.72,,12
53.73,,12
53.74,,12
53.75,,12
53.76,,12
53.77,,0
53.78,,0
53.79,,12
53.8,,12
53.81,,12
53.82,,0
53.83,,12
53.84,,25
53.85,,25
53.86,,25
53.87,,25
53.88,,25
53.89,,37
53.9,,25
53.91,,25
53.92,,37
53.93,,50
53.94,,37
53.95,,50
53.96,,37
53.97,,25
53.98,,37
53.99,,50
54,,25
54.01,,25
54.02,,37
54.03,,37
54.04,,37
54.05,,37
54.06,,12
54.07,,12
54.08,,37
54.09,,50
54.1,,25
54.11,,25
54.12,,37
54.13,,37
54.14,,37
54.15,,25
54.16,,12
54.17,,50
54.18,,50
54.19,,25
54.2,,25
54.21,,25
54.22,,25
54.23,,25
54.24,,25
54.25,,12
54.26,,12
54.27,,25
54.28,,12
54.29,,12
54.3,,25
54.31,,25
54.32,,37
54.33,,25
54.34,,12
54.35,,37
54.36,,37
54.37,,12
54.38,,25
54.39,,37
54.4,,37
54.41,,25
54.42,,25
54.43,,25
54.44,,37
54.45,,25
54.46,,25
54.47,,25
54.48,,25
54.49,,37
54.5,,25
54.51,,12
54.52,,12
54.53,,37
54.54,,12
54.55,,12
54.56,,12
54.57,,12
54.58,,25
54.59,,12
54.6,,0
54.61,,12
54.62,,25
54.63,,0
54.64,,12
54.65,,25
54.66,,12
54.67,,25
54.68,,12
54.69,,0
54.7,,12
54.71,,25
54.72,,0
54.73,,0
54.74,,12
54.75,,25
54.76,,25
54.77,,12
54.78,,12
54.79,,25
54.8,,25
54.81,,12
54.82,,12
54.83,,25
54.84,,12
54.85,,12
54.86,,12
54.87,,0
54.88,,25
54.89,,12
54.9,,0
54.91,,12
54.92,,12
54.93,,12
54.94,,12
54.95,,12
54.96,,12
54.97,,12
54.98,,12
54.99,,12
55,,12
55.01,,12
55.02,,12
55.03,,0
55.04,,12
55.05,,12
55.06,,12
55.07,,0
55.08,,12
55.09,,12
55.1,,12
55.11,,12
55.12,,0
55.13,,12
55.14,,0
55.15,,0
55.16,,12
55.17,,12
55.18,,12
55.19,,12
55.2,,12
55.21,,0
55.22,,0
55.23,,0
55.24,,0
55.25,,12
55.26,,12
55.27,,0
55.28,,0
55.29,,12
55.3,,12
55.31,,0
55.32,,12
55.33,,12
55.34,,12
55.35,,0
55.36,,12
55.37,,12
55.38,,12
55.39,,0
55.4,,12
55.41,,12
55.42,,12
55.43,,12
55.44,,12
55.45,,12
55.46,,12
55.47,,12
55.48,,25
55.49,,12
55.5,,12
55.51,,12
55.52,,12
55.53,,12
55.54,,12
55.55,,12
55.56,,12
55.57,,12
55.58,,12
55.59,,12
55.6,,12
55.61,,12
55.62,,12
55.63,,12
55.64,,12
55.65,,12
55.66,,12
55.67,,12
55.68,,12
55.69,,12
55.7,,25
55.71,,12
55.72,,0
55.73,,12
55.74,,12
55.75,,12
55.76,,12
55.77,,12
55.78,,12
55.79,,12
55.8,,12
55.81,,12
55.82,,12
55.83,,25
55.84,,12
55.85,,12
55.86,,12
55.87,,12
55.88,,12
55.89,,12
55.9,,12
55.91,,12
55.92,,12
55.93,,25
55.94,,12
55.95,,12
55.96,,12
55.97,,25
55.98,,25
55.99,,25
56,,25
56.01,,25
56.02,,37
56.03,,37
56.04,,37
56.05,,37
56.06,,37
56.07,,37
56.08,,37
56.09,,63
56.1,,75
56.11,,75
56.12,,75
56.13,,101
56.14,,88
56.15,,101
56.16,,126
56.17,,126
56.18,,151
56.19,,151
56.2,,202
56.21,,239
56.22,,315
56.23,,378
56.24,,467
56.25,,543
56.26,,669
56.27,,871
56.28,,896
56.29,,934
56.3,,947
56.31,,1023
56.32,,1048
56.33,,1326
56.34,,1414
56.35,,1376
56.36,,1414
56.37,,1439
56.38,,1553
56.39,,1528
56.4,,1578
56.41,,1629
56.42,,1591
56.43,,1604
56.44,,1566
56.45,,1566
56.46,,1578
56.47,,1477
56.48,,1553
56.49,,1591
56.5,,1528
56.51,,1528
56.52,,1490
56.53,,1490
56.54,,1503
56.55,,1414
56.56,,1515
56.57,,1503
56.58,,1477
56.59,,1477
56.6,,1389
56.61,,1376
56.62,,1313
56.63,,1212
56.64,,1300
56.65,,1250
56.66,,1187
56.67,,1199
56.68,,1174
56.69,,1162
56.7,,1035
56.71,,934
56.72,,1023
56.73,,997
56.74,,959
56.75,,959
56.76,,922
56.77,,896
56.78,,833
56.79,,745
56.8,,833
56.81,,833
56.82,,821
56.83,,846
56.84,,833
56.85,,846
56.86,,858
56.87,,795
56.88,,884
56.89,,959
56.9,,959
56.91,,947
56.92,,934
56.93,,947
56.94,,947
56.95,,858
56.96,,884
56.97,,922
56.98,,896
56.99,,909
57,,884
57.01,,846
57.02,,858
57.03,,808
57.04,,783
57.05,,846
57.06,,846
57.07,,846
57.08,,871
57.09,,833
57.1,,833
57.11,,833
57.12,,745
57.13,,833
57.14,,783
57.15,,719
57.16,,682
57.17,,606
57.18,,543
57.19,,492
57.2,,416
57.21,,442
57.22,,416
57.23,,366
57.24,,366
57.25,,366
57.26,,341
57.27,,353
57.28,,315
57.29,,341
57.3,,328
57.31,,290
57.32,,265
57.33,,252
57.34,,239
57.35,,227
57.36,,202
57.37,,227
57.38,,227
57.39,,227
57.4,,239
57.41,,239
57.42,,227
57.43,,227
57.44,,189
57.45,,214
57.46,,202
57.47,,202
57.48,,202
57.49,,214
57.5,,202
57.51,,202
57.52,,176
57.53,,214
57.54,,202
57.55,,202
57.56,,214
57.57,,214
57.58,,214
57.59,,214
57.6,,189
57.61,,214
57.62,,214
57.63,,202
57.64,,214
57.65,,214
57.66,,202
57.67,,189
57.68,,164
57.69,,189
57.7,,176
57.71,,176
57.72,,202
57.73,,189
57.74,,176
57.75,,176
57.76,,151
57.77,,176
57.78,,164
57.79,,138
57.8,,138
57.81,,126
57.82,,126
57.83,,113
57.84,,88
57.85,,113
57.86,,88
57.87,,101
57.88,,101
57.89,,88
57.9,,88
57.91,,75
57.92,,63
57.93,,75
57.94,,37
57.95,,37
57.96,,25
57.97,,12
57.98,,12
57.99,,12
58,,0
58.01,,0
58.02,,0
58.03,,0
58.04,,0
58.05,,0
58.06,,0
58.07,,0
58.08,,0
58.09,,0
58.1,,0
58.11,,0
58.12,,0
58.13,,0
58.14,,0
58.15,,0
58.16,,0
58.17,,0
58.18,,0
58.19,,0
58.2,,0
58.21,,0
58.22,,12
58.23,,0
58.24,,12
58.25,,37
58.26,,25
58.27,,25
58.28,,50
58.29,,63
58.3,,63
58.31,,75
58.32,,63
58.33,,88
58.34,,63
58.35,,75
58.36,,75
58.37,,75
58.38,,75
58.39,,63
58.4,,50
58.41,,75
58.42,,50
58.43,,63
58.44,,75
58.45,,63
58.46,,63
58.47,,50
58.48,,63
58.49,,88
58.5,,50
58.51,,75
58.52,,88
58.53,,88
58.54,,75
58.55,,63
58.56,,88
58.57,,75
58.58,,63
58.59,,75
58.6,,75
58.61,,75
58.62,,50
58.63,,37
58.64,,75
58.65,,37
58.66,,37
58.67,,63
58.68,,50
58.69,,63
58.7,,37
58.71,,50
58.72,,75
58.73,,37
58.74,,50
58.75,,63
58.76,,63
58.77,,63
58.78,,37
58.79,,75
58.8,,63
58.81,,63
58.82,,88
58.83,,88
58.84,,101
58.85,,75
58.86,,75
58.87,,101
58.88,,75
58.89,,88
58.9,,88
58.91,,101
58.92,,88
58.93,,75
58.94,,101
58.95,,88
58.96,,88
58.97,,88
58.98,,101
58.99,,101
59,,75
59.01,,75
59.02,,113
59.03,,75
59.04,,88
59.05,,88
59.06,,75
59.07,,75
59.08,,63
59.09,,88
59.1,,88
59.11,,88
59.12,,88
59.13,,88
59.14,,88
59.15,,50
59.16,,37
59.17,,63
59.18,,37
59.19,,12
59.2,,12
59.21,,25
59.22,,25
59.23,,0
59.24,,0
59.25,,12
59.26,,12
59.27,,12
59.28,,75
59.29,,138
59.3,,189
59.31,,227
59.32,,290
59.33,,328
59.34,,328
59.35,,341
59.36,,328
59.37,,328
59.38,,303
59.39,,315
59.4,,303
59.41,,290
59.42,,303
59.43,,303
59.44,,290
59.45,,290
59.46,,277
59.47,,290
59.48,,277
59.49,,290
59.5,,277
59.51,,265
59.52,,265
59.53,,239
59.54,,277
59.55,,265
59.56,,265
59.57,,265
59.58,,252
59.59,,239
59.6,,227
59.61,,239
59.62,,239
59.63,,239
59.64,,239
59.65,,239
59.66,,202
59.67,,176
59.68,,164
59.69,,176
59.7,,164
59.71,,151
59.72,,138
59.73,,126
59.74,,126
59.75,,113
59.76,,126
59.77,,126
59.78,,113
59.79,,126
59.8,,113
59.81,,101
59.82,,101
59.83,,101
59.84,,126
59.85,,101
59.86,,113
59.87,,113
59.88,,101
59.89,,101
59.9,,88
59.91,,113
59.92,,101
59.93,,101
59.94,,113
59.95,,101
59.96,,101
59.97,,88
59.98,,101
59.99,,113
60,,113
60.01,,126
60.02,,113
60.03,,113
60.04,,113
60.05,,113
60.06,,138
60.07,,126
60.08,,138
60.09,,138
60.1,,126
60.11,,126
60.12,,113
60.13,,151
60.14,,126
60.15,,138
60.16,,138
60.17,,138
60.18,,138
60.19,,113
60.2,,138
60.21,,138
60.22,,138
60.23,,138
60.24,,138
60.25,,138
60.26,,113
60.27,,126
60.28,,151
60.29,,151
60.3,,164
60.31,,164
60.32,,164
60.33,,151
60.34,,151
60.35,,189
60.36,,189
60.37,,202
60.38,,214
60.39,,214
60.4,,214
60.41,,202
60.42,,252
60.43,,252
60.44,,252
60.45,,252
60.46,,239
60.47,,239
60.48,,214
60.49,,239
60.5,,239
60.51,,239
60.52,,239
60.53,,227
60.54,,227
60.55,,214
60.56,,227
60.57,,227
60.58,,227
60.59,,239
60.6,,227
60.61,,214
60.62,,202
60.63,,189
60.64,,214
60.65,,202
60.66,,189
60.67,,189
60.68,,164
60.69,,138
60.7,,101
60.71,,101
60.72,,101
60.73,,88
60.74,,88
60.75,,75
60.76,,63
60.77,,37
60.78,,37
60.79,,50
60.8,,37
60.81,,63
60.82,,75
60.83,,75
60.84,,63
60.85,,75
60.86,,88
60.87,,75
60.88,,101
60.89,,113
60.9,,113
60.91,,101
60.92,,126
60.93,,126
60.94,,126
60.95,,126
60.96,,113
60.97,,113
60.98,,101
60.99,,113
61,,113
61.01,,113
61.02,,113
61.03,,113
61.04,,113
61.05,,88
61.06,,88
61.07,,113
61.08,,88
61.09,,113
61.1,,113
61.11,,113
61.12,,88
61.13,,75
61.14,,101
61.15,,75
61.16,,101
61.17,,101
61.18,,101
61.19,,88
61.2,,75
61.21,,113
61.22,,88
61.23,,101
61.24,,126
61.25,,138
61.26,,151
61.27,,151
61.28,,202
61.29,,202
61.3,,202
61.31,,214
61.32,,214
61.33,,214
61.34,,189
61.35,,202
61.36,,202
61.37,,202
61.38,,202
61.39,,202
61.4,,202
61.41,,176
61.42,,202
61.43,,189
61.44,,202
61.45,,202
61.46,,189
61.47,,164
61.48,,164
61.49,,164
61.5,,138
61.51,,138
61.52,,138
61.53,,138
61.54,,126
61.55,,151
61.56,,138
61.57,,138
61.58,,151
61.59,,138
61.6,,138
61.61,,113
61.62,,138
61.63,,126
61.64,,126
61.65,,138
61.66,,126
61.67,,126
61.68,,113
61.69,,138
61.7,,126
61.71,,126
61.72,,138
61.73,,138
61.74,,113
61.75,,126
61.76,,113
61.77,,101
61.78,,101
61.79,,88
61.8,,75
61.81,,75
61.82,,75
61.83,,63
61.84,,63
61.85,,63
61.86,,50
61.87,,37
61.88,,37
61.89,,37
61.9,,37
61.91,,37
61.92,,25
61.93,,12
61.94,,12
61.95,,12
61.96,,0
61.97,,12
61.98,,12
61.99,,12
62,,12
62.01,,0
62.02,,12
62.03,,12
62.04,,12
62.05,,25
62.06,,25
62.07,,25
62.08,,25
62.09,,25
62.1,,37
62.11,,25
62.12,,25
62.13,,25
62.14,,25
62.15,,25
62.16,,37
62.17,,37
62.18,,37
62.19,,25
62.2,,37
62.21,,25
62.22,,12
62.23,,12
62.24,,12
62.25,,0
62.26,,0
62.27,,0
62.28,,0
62.29,,0
62.3,,0
62.31,,0
62.32,,0
62.33,,0
62.34,,0
62.35,,0
62.36,,0
62.37,,0
62.38,,0
62.39,,0
62.4,,0
62.41,,0
62.42,,0
62.43,,0
62.44,,0
62.45,,0
62.46,,0
62.47,,0
62.48,,0
62.49,,0
62.5,,0
62.51,,0
62.52,,0
62.53,,0
62.54,,0
62.55,,0
62.56,,0
62.57,,0
62.58,,0
62.59,,0
62.6,,0
62.61,,0
62.62,,0
62.63,,0
62.64,,0
62.65,,0
62.66,,0
62.67,,0
62.68,,0
62.69,,0
62.7,,0
62.71,,0
62.72,,12
62.73,,0
62.74,,12
62.75,,12
62.76,,12
62.77,,12
62.78,,12
62.79,,12
62.8,,12
62.81,,0
62.82,,12
62.83,,12
62.84,,12
62.85,,12
62.86,,12
62.87,,25
62.88,,12
62.89,,12
62.9,,25
62.91,,25
62.92,,25
62.93,,25
62.94,,37
62.95,,37
62.96,,37
62.97,,50
62.98,,37
62.99,,50
63,,50
63.01,,37
63.02,,37
63.03,,50
63.04,,50
63.05,,63
63.06,,63
63.07,,88
63.08,,126
63.09,,151
63.1,,164
63.11,,202
63.12,,214
63.13,,227
63.14,,239
63.15,,277
63.16,,265
63.17,,277
63.18,,277
63.19,,277
63.2,,265
63.21,,303
63.22,,303
63.23,,303
63.24,,315
63.25,,328
63.26,,303
63.27,,366
63.28,,391
63.29,,442
63.3,,517
63.31,,669
63.32,,1010
63.33,,1326
63.34,,1414
63.35,,1402
63.36,,1604
63.37,,1717
63.38,,1856
63.39,,1844
63.4,,2020
63.41,,2147
63.42,,2147
63.43,,2260
63.44,,2311
63.45,,2425
